Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360
3,0.335106383,0,0,0,0,0,0,0,0.20212766,0,0,0,0,0,0,0,0.021276596,0.063829787,0.010638298,0,0,0,0,0,0.005319149,0.090425532,0,0,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.202020202,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.02020202,0.070707071,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.336170213,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.029787234,0.038297872,0.025531915,0,0,0,0,0,0.004255319,0.089361702,0,0,0,0,0,0,0,0,0.093617021,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.336633663,0,0,0,0,0,0,0,0.202970297,0,0,0,0,0,0,0,0.074257426,0,0,0.01980198,0,0,0,0,0.02970297,0.064356436,0,0,0,0,0,0,0,0,0.094059406,0,0,0,0,0,0.334728033,0,0,0,0,0,0,0,0.20083682,0,0,0,0,0,0,0,0.020920502,0.029288703,0.016736402,0.025104603,0,0,0,0,0,0.092050209,0,0,0,0,0,0,0,0,0.092050209,0,0,0,0,0,0.338235294,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0,0,0.066176471,0.029411765,0,0,0,0,0,0.095588235,0,0,0,0,0,0,0,0,0.088235294,0.007352941,0,0,0,0,0.340206186,0,0,0,0,0,0,0,0.206185567,0,0,0,0,0,0,0,0.020618557,0,0,0.072164948,0,0,0,0,0.020618557,0.072164948,0,0,0,0,0,0,0,0,0.092783505,0,0,0,0,0,0.334710744,0,0,0,0,0,0,0,0.202479339,0,0,0,0,0,0,0,0.016528926,0.012396694,0.037190083,0.024793388,0,0,0,0,0.016528926,0.074380165,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0
3,0.352941176,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.204301075,0,0,0,0,0,0,0,0.069892473,0.021505376,0,0,0,0,0,0,0.010752688,0.080645161,0,0,0,0,0,0,0,0,0.091397849,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.202898551,0,0,0,0,0,0,0,0.047101449,0.028985507,0.018115942,0,0,0,0,0,0.010869565,0.083333333,0,0,0,0,0,0,0,0,0.094202899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.202380952,0,0,0,0,0,0,0,0.043650794,0,0,0.047619048,0,0,0,0,0,0.091269841,0,0,0,0,0,0,0,0,0.091269841,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.033333333,0.01,0.02,0.03,0,0,0,0,0.013333333,0.08,0,0,0,0,0,0,0,0,0.093333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.203703704,0,0,0,0,0,0,0,0.012345679,0,0,0.080246914,0,0,0,0,0.012345679,0.080246914,0,0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0.335483871,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.051612903,0,0,0.04516129,0,0,0,0,0.051612903,0.04516129,0,0,0,0,0,0,0,0,0.096774194,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.201754386,0,0,0,0,0,0,0,0,0.01754386,0.030701754,0.043859649,0,0,0,0,0,0.092105263,0,0,0,0,0,0,0,0,0.092105263,0,0,0,0,0
3,0.341176471,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.047058824,0.047058824,0,0,0,0,0,0,0,0.094117647,0,0,0,0,0,0,0,0,0.094117647,0,0,0,0,0,0.336065574,0,0,0,0,0,0,0,0.204918033,0,0,0,0,0,0,0,0.098360656,0,0,0,0,0,0,0,0.016393443,0.081967213,0,0,0,0,0,0,0,0,0.098360656,0,0,0,0,0,0.334821429,0,0,0,0,0,0,0,0.200892857,0,0,0,0,0,0,0,0.044642857,0.026785714,0.022321429,0,0,0,0,0,0.004464286,0.089285714,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338129496,0,0,0,0,0,0,0,0.201438849,0,0,0,0,0,0,0,0.057553957,0,0,0.035971223,0,0,0,0,0.014388489,0.079136691,0,0,0,0,0,0,0,0,0.09352518,0,0,0,0,0,0.3359375,0,0,0,0,0,0,0,0.203125,0,0,0,0,0,0,0,0.0390625,0,0.03125,0.0234375,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.201388889,0,0,0,0,0,0,0,0.006944444,0,0,0.090277778,0,0,0,0,0.006944444,0.090277778,0,0,0,0,0,0,0,0,0.097222222,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.016666667,0,0,0.075,0,0,0,0,0.016666667,0.075,0,0,0,0,0,0,0,0,0.091666667,0,0,0,0,0,0.336170213,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.008510638,0.012765957,0.029787234,0.042553191,0,0,0,0,0.004255319,0.089361702,0,0,0,0,0,0,0,0,0.085106383,0.008510638,0,0,0,0
3,0.333333333,0,0,0,0,0,0,0,0.204545455,0,0,0,0,0,0,0,0.075757576,0.015151515,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.339285714,0,0,0,0,0,0,0,0.205357143,0,0,0,0,0,0,0,0.098214286,0,0,0,0,0,0,0,0.044642857,0.053571429,0,0,0,0,0,0,0,0,0.089285714,0,0.008928571,0,0,0,0.333333333,0,0,0,0,0,0,0,0.200716846,0,0,0,0,0,0,0,0.035842294,0.025089606,0.028673835,0.003584229,0,0,0,0,0.003584229,0.089605735,0,0,0,0,0,0,0,0,0.089605735,0.003584229,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0.334782609,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.043478261,0,0.004347826,0.043478261,0,0,0,0,0,0.091304348,0,0,0,0,0,0,0,0,0.086956522,0,0.004347826,0,0,0,0.336099585,0,0,0,0,0,0,0,0.203319502,0,0,0,0,0,0,0,0.020746888,0.033195021,0.008298755,0.029045643,0,0,0,0,0,0.091286307,0,0,0,0,0,0,0,0,0.087136929,0.004149378,0,0,0,0,0.336283186,0,0,0,0,0,0,0,0.203539823,0,0,0,0,0,0,0,0,0,0,0.097345133,0,0,0,0,0,0.097345133,0,0,0,0,0,0,0,0,0.097345133,0,0,0,0,0,0.336206897,0,0,0,0,0,0,0,0.206896552,0,0,0,0,0,0,0,0.025862069,0,0,0.068965517,0,0,0,0,0.025862069,0.068965517,0,0,0,0,0,0,0,0,0.094827586,0,0,0,0,0,0.334661355,0,0,0,0,0,0,0,0.203187251,0,0,0,0,0,0,0,0.015936255,0.011952191,0.039840637,0.023904382,0,0,0,0,0.015936255,0.075697211,0,0,0,0,0,0,0,0,0.091633466,0,0,0,0,0
3,0.338983051,0,0,0,0,0,0,0,0.203389831,0,0,0,0,0,0,0,0,0.101694915,0,0,0,0,0,0,0,0.101694915,0,0,0,0,0,0,0,0,0.101694915,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.203703704,0,0,0,0,0,0,0,0.074074074,0.018518519,0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0.336099585,0,0,0,0,0,0,0,0.203319502,0,0,0,0,0,0,0,0.033195021,0.037344398,0.008298755,0.012448133,0,0,0,0,0,0.091286307,0,0,0,0,0,0,0,0,0.091286307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33640553,0,0,0,0,0,0,0,0.202764977,0,0,0,0,0,0,0,0.046082949,0,0,0.046082949,0,0,0,0,0.00921659,0.082949309,0,0,0,0,0,0,0,0,0.092165899,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.200757576,0,0,0,0,0,0,0,0.049242424,0.003787879,0,0.037878788,0,0,0,0,0.003787879,0.087121212,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.337078652,0,0,0,0,0,0,0,0.202247191,0,0,0,0,0,0,0,0.005617978,0,0.033707865,0.056179775,0,0,0,0,0.005617978,0.08988764,0,0,0,0,0,0,0,0,0.08988764,0,0.005617978,0,0,0,0.335664336,0,0,0,0,0,0,0,0.202797203,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.334693878,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.012244898,0.008163265,0.028571429,0.044897959,0,0,0,0,0.012244898,0.081632653,0,0,0,0,0,0,0,0,0.093877551,0,0,0,0,0
4,0.338235294,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0.073529412,0.022058824,0,0,0,0,0,0,0.007352941,0.088235294,0,0,0,0,0,0,0,0,0.095588235,0,0,0,0,0,0.336448598,0,0,0,0,0,0,0,0.205607477,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0,0,0,0.018691589,0.074766355,0,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0,0.337931034,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.034482759,0.062068966,0,0,0,0,0,0,0.006896552,0.089655172,0,0,0,0,0,0,0,0,0.089655172,0,0.006896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983051,0,0,0,0,0,0,0,0.203389831,0,0,0,0,0,0,0,0.025423729,0.042372881,0.025423729,0,0,0,0,0,0.025423729,0.06779661,0,0,0,0,0,0,0,0,0.093220339,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.336363636,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.018181818,0,0,0.072727273,0,0,0,0,0.018181818,0.072727273,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.338235294,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0,0,0.036764706,0.058823529,0,0,0,0,0,0.095588235,0,0,0,0,0,0,0,0,0.095588235,0,0,0,0,0
4,0.333333333,0,0,0,0,0,0,0,0.205673759,0,0,0,0,0,0,0,0.056737589,0.035460993,0,0,0,0,0,0,0,0.092198582,0,0,0,0,0,0,0,0,0.092198582,0,0,0,0,0,0.339622642,0,0,0,0,0,0,0,0.20754717,0,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0,0,0.047169811,0.047169811,0,0,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.201257862,0,0,0,0,0,0,0,0.044025157,0.050314465,0,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336134454,0,0,0,0,0,0,0,0.201680672,0,0,0,0,0,0,0,0.016806723,0,0.075630252,0,0,0,0,0,0.016806723,0.075630252,0,0,0,0,0,0,0,0,0.092436975,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0.076923077,0,0,0.025641026,0,0,0,0,0.076923077,0.025641026,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.207207207,0,0,0,0,0,0,0,0.009009009,0,0,0.09009009,0,0,0,0,0.009009009,0.09009009,0,0,0,0,0,0,0,0,0.099099099,0,0,0,0,0,0.336448598,0,0,0,0,0,0,0,0.205607477,0,0,0,0,0,0,0,0,0,0.046728972,0.046728972,0,0,0,0,0,0.093457944,0,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0
4,0.333333333,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0.068376068,0.025641026,0,0,0,0,0,0,0.017094017,0.076923077,0,0,0,0,0,0,0,0,0.094017094,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.202020202,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.02020202,0.070707071,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.336734694,0,0,0,0,0,0,0,0.204081633,0,0,0,0,0,0,0,0.051020408,0.040816327,0,0,0,0,0,0,0,0.091836735,0,0,0,0,0,0,0,0,0.091836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.204301075,0,0,0,0,0,0,0,0.021505376,0.053763441,0.021505376,0,0,0,0,0,0.021505376,0.075268817,0,0,0,0,0,0,0,0,0.096774194,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.208333333,0,0,0,0,0,0,0,0.041666667,0,0,0.055555556,0,0,0,0,0.041666667,0.055555556,0,0,0,0,0,0,0,0,0.097222222,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.208333333,0,0,0,0,0,0,0,0.020833333,0,0,0.072916667,0,0,0,0,0.020833333,0.072916667,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0.336065574,0,0,0,0,0,0,0,0.204918033,0,0,0,0,0,0,0,0.008196721,0,0.032786885,0.057377049,0,0,0,0,0.008196721,0.090163934,0,0,0,0,0,0,0,0,0.098360656,0,0,0,0,0
4,0.337837838,0,0,0,0,0,0,0,0.202702703,0,0,0,0,0,0,0,0.067567568,0.027027027,0,0,0,0,0,0,0,0.094594595,0,0,0,0,0,0,0,0,0.094594595,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0,0,0,0.038461538,0.064102564,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0.008547009,0.085470085,0,0,0,0,0,0,0,0.094017094,0,0,0,0,0,0,0,0,0.094017094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0,0.049019608,0.049019608,0,0,0,0,0,0,0.098039216,0,0,0,0,0,0,0,0,0.098039216,0,0,0,0,0,0.341463415,0,0,0,0,0,0,0,0.207317073,0,0,0,0,0,0,0,0.024390244,0,0.012195122,0.06097561,0,0,0,0,0.024390244,0.073170732,0,0,0,0,0,0,0,0,0.085365854,0,0.012195122,0,0,0,0.333333333,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0.08974359,0,0,0.012820513,0,0,0,0,0.08974359,0.012820513,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0,0.336206897,0,0,0,0,0,0,0,0.206896552,0,0,0,0,0,0,0,0,0,0.068965517,0.025862069,0,0,0,0,0,0.094827586,0,0,0,0,0,0,0,0,0.094827586,0,0,0,0,0
4,0.336134454,0,0,0,0,0,0,0,0.201680672,0,0,0,0,0,0,0,0.075630252,0.016806723,0,0,0,0,0,0,0,0.092436975,0,0,0,0,0,0,0,0,0.092436975,0,0,0,0,0,0.336448598,0,0,0,0,0,0,0,0.205607477,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0.049019608,0.049019608,0,0,0,0,0,0,0.009803922,0.088235294,0,0,0,0,0,0,0,0,0.098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340425532,0,0,0,0,0,0,0,0.20212766,0,0,0,0,0,0,0,0,0.074468085,0.021276596,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341463415,0,0,0,0,0,0,0,0.207317073,0,0,0,0,0,0,0,0.024390244,0,0,0.073170732,0,0,0,0,0.024390244,0.073170732,0,0,0,0,0,0,0,0,0.097560976,0,0,0,0,0,0.338235294,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0.007352941,0,0.036764706,0.051470588,0,0,0,0,0.007352941,0.088235294,0,0,0,0,0,0,0,0,0.095588235,0,0,0,0,0
5,0.338582677,0,0,0,0,0,0,0,0.204724409,0,0,0,0,0,0,0,0,0,0.05511811,0.039370079,0,0,0,0,0,0.094488189,0,0,0,0,0,0,0,0,0.094488189,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0.009803922,0,0,0.088235294,0,0,0,0,0.009803922,0.088235294,0,0,0,0,0,0,0,0,0.098039216,0,0,0,0,0,0.335260116,0,0,0,0,0,0,0,0.202312139,0,0,0,0,0,0,0,0.046242775,0,0.01734104,0.028901734,0,0,0,0,0.046242775,0.046242775,0,0,0,0,0,0,0,0,0.086705202,0,0.005780347,0,0,0,0.335616438,0,0,0,0,0,0,0,0.205479452,0,0,0,0,0,0,0,0.054794521,0.02739726,0.01369863,0,0,0,0,0,0.01369863,0.082191781,0,0,0,0,0,0,0,0,0.095890411,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.208333333,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0.03125,0.0625,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0.335526316,0,0,0,0,0,0,0,0.203947368,0,0,0,0,0,0,0,0.059210526,0.032894737,0,0,0,0,0,0,0.013157895,0.078947368,0,0,0,0,0,0,0,0,0.092105263,0,0,0,0,0,0.334558824,0,0,0,0,0,0,0,0.202205882,0,0,0,0,0,0,0,0.025735294,0.022058824,0.014705882,0.029411765,0,0,0,0,0.003676471,0.088235294,0,0,0,0,0,0,0,0,0.088235294,0.003676471,0,0,0,0,0.334586466,0,0,0,0,0,0,0,0.203007519,0,0,0,0,0,0,0,0.037593985,0.033834586,0,0.022556391,0,0,0,0,0.037593985,0.056390977,0,0,0,0,0,0,0,0,0.090225564,0,0.003759398,0,0,0,0.337662338,0,0,0,0,0,0,0,0.201298701,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0
5,0.333333333,0,0,0,0,0,0,0,0.202898551,0,0,0,0,0,0,0,0.007246377,0,0.043478261,0.043478261,0,0,0,0,0.007246377,0.086956522,0,0,0,0,0,0,0,0,0.094202899,0,0,0,0,0,0.339130435,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.052173913,0,0,0.043478261,0,0,0,0,0.052173913,0.043478261,0,0,0,0,0,0,0,0,0.095652174,0,0,0,0,0,0.339130435,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.069565217,0.008695652,0.008695652,0.008695652,0,0,0,0,0.069565217,0.026086957,0,0,0,0,0,0,0,0,0.086956522,0,0.008695652,0,0,0,0.333333333,0,0,0,0,0,0,0,0.201149425,0,0,0,0,0,0,0,0.051724138,0.028735632,0.011494253,0,0,0,0,0,0.005747126,0.086206897,0,0,0,0,0,0,0,0,0.091954023,0,0,0,0,0,0.339285714,0,0,0,0,0,0,0,0.205357143,0,0,0,0,0,0,0,0.098214286,0,0,0,0,0,0,0,0.080357143,0.017857143,0,0,0,0,0,0,0,0,0.089285714,0,0.008928571,0,0,0,0.335877863,0,0,0,0,0,0,0,0.20610687,0,0,0,0,0,0,0,0.061068702,0.030534351,0,0,0,0,0,0,0,0.091603053,0,0,0,0,0,0,0,0,0.091603053,0,0,0,0,0,0.335664336,0,0,0,0,0,0,0,0.202797203,0,0,0,0,0,0,0,0.034965035,0.003496503,0.020979021,0.031468531,0,0,0,0,0.01048951,0.08041958,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.334482759,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.034482759,0.04137931,0,0.017241379,0,0,0,0,0.020689655,0.072413793,0,0,0,0,0,0,0,0,0.086206897,0.003448276,0.003448276,0,0,0,0.334862385,0,0,0,0,0,0,0,0.201834862,0,0,0,0,0,0,0,0.009174312,0.018348624,0.02293578,0.041284404,0,0,0,0,0.004587156,0.087155963,0,0,0,0,0,0,0,0,0.091743119,0,0,0,0,0
5,0.337931034,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.013793103,0.034482759,0.027586207,0.020689655,0,0,0,0,0,0.096551724,0,0,0,0,0,0,0,0,0.096551724,0,0,0,0,0,0.335106383,0,0,0,0,0,0,0,0.20212766,0,0,0,0,0,0,0,0.005319149,0.031914894,0,0.058510638,0,0,0,0,0.005319149,0.090425532,0,0,0,0,0,0,0,0,0.095744681,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.044444444,0.044444444,0,0.022222222,0,0,0,0,0.044444444,0.066666667,0,0,0,0,0,0,0,0,0.088888889,0.022222222,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.202020202,0,0,0,0,0,0,0,0.055555556,0.01010101,0.01010101,0.015151515,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0.085858586,0.005050505,0,0,0,0,0.33490566,0,0,0,0,0,0,0,0.202830189,0,0,0,0,0,0,0,0.051886792,0.037735849,0.004716981,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0.336032389,0,0,0,0,0,0,0,0.20242915,0,0,0,0,0,0,0,0.044534413,0.020242915,0.028340081,0,0,0,0,0,0.004048583,0.089068826,0,0,0,0,0,0,0,0,0.093117409,0,0,0,0,0,0.336734694,0,0,0,0,0,0,0,0.204081633,0,0,0,0,0,0,0,0,0,0,0.091836735,0,0,0,0,0,0.091836735,0,0,0,0,0,0,0,0,0.091836735,0,0,0,0,0,0.33431085,0,0,0,0,0,0,0,0.202346041,0,0,0,0,0,0,0,0.002932551,0.058651026,0,0.029325513,0,0,0,0,0.002932551,0.08797654,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.339130435,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.043478261,0.052173913,0,0,0,0,0,0.095652174,0,0,0,0,0,0,0,0,0.095652174,0,0,0,0,0
5,0.333333333,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.015384615,0.015384615,0.061538462,0,0,0,0,0,0.092307692,0,0,0,0,0,0,0,0,0.092307692,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.201550388,0,0,0,0,0,0,0,0.054263566,0,0,0.03875969,0,0,0,0,0.054263566,0.03875969,0,0,0,0,0,0,0,0,0.093023256,0,0,0,0,0,0.339130435,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.026086957,0.026086957,0.026086957,0.017391304,0,0,0,0,0.026086957,0.069565217,0,0,0,0,0,0,0,0,0.095652174,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.204081633,0,0,0,0,0,0,0,0.074829932,0.020408163,0,0,0,0,0,0,0.020408163,0.074829932,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.201550388,0,0,0,0,0,0,0,0.093023256,0,0,0,0,0,0,0,0.054263566,0.03875969,0,0,0,0,0,0,0,0,0.093023256,0,0,0,0,0,0.336538462,0,0,0,0,0,0,0,0.201923077,0,0,0,0,0,0,0,0.028846154,0.048076923,0.014423077,0,0,0,0,0,0,0.091346154,0,0,0,0,0,0,0,0,0.091346154,0,0,0,0,0,0.33460076,0,0,0,0,0,0,0,0.201520913,0,0,0,0,0,0,0,0.030418251,0.015209125,0.015209125,0.030418251,0,0,0,0,0.007604563,0.08365019,0,0,0,0,0,0,0,0,0.091254753,0,0,0,0,0,0.33559322,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.040677966,0.020338983,0,0.030508475,0,0,0,0,0.010169492,0.081355932,0,0,0,0,0,0,0,0,0.091525424,0,0,0,0,0,0.334384858,0,0,0,0,0,0,0,0.201892744,0,0,0,0,0,0,0,0.03785489,0.009463722,0.025236593,0.018927445,0,0,0,0,0,0.09148265,0,0,0,0,0,0,0,0.003154574,0.088328076,0,0,0,0,0
