503.53375,1010.4737,0
502.5347,1020.4685,0
501.5356,1040.4672,0
499.00778,1053.837,0
499.53748,1070.3739,0
499.53748,1085.0707,0
499.53748,1099.6039,0
500.7482,1113.4794,0
502.97083,1130.5938,0
506.8107,1146.003,0
510.96088,1160.5503,0
519.00134,1177.3506,0
527.9966,1192.5212,0
538.90356,1206.8889,0
550.248,1219.5276,0
563.5857,1230.2206,0
579.68744,1235.8011,0
592.9904,1239.6365,0
607.9397,1240.354,0
627.24585,1240.354,0
647.6885,1239.2825,0
667.59894,1234.0095,0
688.5457,1225.426,0
726.2812,1200.421,0
741.3431,1185.3531,0
753.5978,1167.4486,0
773.0358,1130.9078,0
778.59534,1114.2601,0
784.8855,1093.2878,0
790.7476,1072.0829,0
797.1452,1029.3416,0
797.18036,1009.4524,0
796.69324,988.08765,0
794.01746,974.6265,0
791.9157,958.7454,0
787.5413,942.59094,0
781.9931,924.49066,0
775.0502,909.1782,0
754.9962,881.2363,0
742.59973,871.07117,0
728.1034,862.4396,0
698.5919,852.7797,0
682.9177,852.55597,0
664.89056,852.55597,0
648.01666,855.0228,0
632.24896,860.6253,0
618.27185,866.48206,0
605.1374,872.41376,0
590.16766,882.1835,0
586.7611,885.4373,0
584.45886,887.44147,0
583.4306,888.5372,0
584.45886,888.5372,0
595.2663,878.72485,0
611.75024,862.1722,0
632.8434,842.591,0
657.567,821.42926,0
680.7584,798.1955,0
705.6321,776.1675,0
730.9092,751.47095,0
776.5386,705.509,0
798.4619,683.4428,0
818.2428,664.6533,0
836.63794,644.086,0
852.9253,627.1298,0
861.2026,619.67725,0
861.2026,619.67725,1

