254.76411,927.5169,0
295.88754,923.0418,0
329.33682,915.5947,0
359.40518,911.1392,0
387.0569,907.25903,0
415.3984,901.3212,0
436.942,897.76013,0
456.02332,894.6753,0
466.91907,892.59454,0
471.5341,891.53564,0
473.77515,891.53564,0
475.5597,891.53564,0
471.94888,896.14734,0
468.81473,904.9066,0
463.13412,915.0383,0
457.5843,926.50146,0
450.58942,938.996,0
442.8529,954.8539,0
434.26404,972.49475,0
425.49866,993.5831,0
417.59024,1015.7357,0
410.45276,1035.5184,0
400.82483,1077.6548,0
397.2874,1097.4968,0
394.90372,1116.9166,0
394.6346,1135.0614,0
395.42908,1146.5597,0
398.02164,1162.2963,0
405.16708,1192.0059,0
411.0203,1204.0142,0
418.83047,1215.8723,0
428.49338,1226.9811,0
440.2116,1236.3204,0
452.00946,1246.2554,0
482.62106,1257.8618,0
502.0828,1260.3892,0
520.40515,1261.343,0
567.21313,1251.3676,0
591.505,1239.9962,0
615.90106,1227.2206,0
638.9062,1210.871,0
659.9254,1190.7153,0
676.95416,1170.1771,0
691.0715,1149.9784,0
700.54846,1130.3175,0
712.9097,1096.8624,0
715.101,1083.3832,0
717.3125,1072.5813,0
716.33673,1065.8821,0
717.8353,1062.9463,0
717.8353,1062.9463,1
