739.0,958.0,0
728.0,958.0,0
696.149,959.0,0
671.7746,959.0,0
607.1804,953.2146,0
527.04486,932.34827,0
453.9969,900.55383,0
402.6895,868.45966,0
383.55927,852.44745,0
362.12305,829.4922,0
373.44638,801.692,0
399.14084,788.1432,0
429.25745,797.40594,0
484.5726,834.0008,0
518.7143,872.4286,0
523.19824,918.9097,0
484.5475,1001.905,0
458.33804,1063.324,0
448.14734,1091.558,0
442.0,1134.3419,0
452.7084,1179.3196,0
498.79947,1216.4998,0
585.1892,1212.3041,0
601.78644,1200.2136,0
605.0,1194.1068,0
604.26074,1193.0,0
594.40485,1197.6963,0
554.85333,1245.5372,0
534.11774,1326.4694,0
537.7613,1424.329,0
555.0,1476.0,0
555.0,1476.0,1
