813.0,721.0,0
793.1196,752.7607,0
781.2121,787.2365,0
770.4211,823.5965,0
754.51526,871.4543,0
735.9069,930.27924,0
716.27734,1002.89075,0
703.99664,1065.0278,0
695.00104,1110.9937,0
689.00507,1183.9595,0
675.00995,1241.9601,0
664.0767,1248.0255,0
624.13574,1157.543,0
601.07306,1043.3165,0
573.12506,993.1042,0
559.1645,986.0705,0
512.2521,999.8039,0
467.03522,1098.8121,0
453.0329,1148.9342,0
444.02094,1160.0,0
415.08206,1124.1094,0
344.04712,1061.0236,0
290.01755,1072.985,0
255.01833,1142.9207,0
252.00255,1238.0382,0
257.0,1272.0,0
257.0,1272.0,1
