417.6133,879.5419,0
417.6133,869.5471,0
417.6133,859.3869,0
419.81442,846.1451,0
431.5246,817.72577,0
439.0344,805.5631,0
460.00146,785.4488,0
488.3142,771.2917,0
503.04437,768.43195,0
532.8295,768.93176,0
575.0875,780.451,0
597.4758,790.103,0
636.9831,813.5059,0
655.28687,827.8454,0
684.9674,860.06506,0
711.1276,904.00305,0
730.8657,952.61707,0
746.3788,1011.33856,0
757.124,1066.6572,0
761.46124,1093.4281,0
773.40466,1164.5834,0
778.181,1193.6892,0
781.29846,1207.4586,0
782.2757,1213.6409,0
782.2757,1215.367,0
781.2766,1215.367,0
781.2766,1215.367,1
