805.0,836.0,0
780.12714,836.0,0
758.3604,835.0,0
733.0664,835.0,0
667.26385,828.1487,0
553.6742,815.0642,0
448.32172,810.0247,0
392.1152,791.0768,0
364.0696,766.116,0
359.97784,727.1108,0
369.90024,707.0665,0
404.68356,697.0,0
449.87927,702.9517,0
469.93396,730.8459,0
470.02014,790.7784,0
453.05515,861.66907,0
431.05756,940.6546,0
422.01883,1004.83057,0
424.77948,1058.1179,0
447.41315,1099.497,0
503.21603,1125.9216,0
573.82367,1115.4524,0
629.39014,1085.4574,0
644.73584,1057.6604,0
646.13727,1035.2745,0
625.88947,1031.7458,0
554.004,1128.4899,0
536.11816,1215.519,0
544.63495,1330.0532,0
584.3008,1414.8638,0
595.0,1429.0,0
595.0,1429.0,1
