487.54858,656.65796,0
487.54858,666.6528,0
487.54858,672.24774,0
487.54858,680.24005,0
487.54858,689.6987,0
487.54858,711.8182,0
487.54858,734.93567,0
487.54858,745.6067,0
487.54858,768.2524,0
487.54858,779.6891,0
489.54672,800.00476,0
489.54672,809.6541,0
489.54672,829.2758,0
489.54672,849.9324,0
489.54672,863.5461,0
489.54672,888.81464,0
489.54672,915.4886,0
490.5458,941.534,0
491.54486,966.2799,0
491.54486,991.2908,0
492.54395,1013.7523,0
493.57318,1035.6719,0
493.54303,1046.1893,0
493.54303,1066.0408,0
493.54303,1086.9213,0
493.4828,1109.7837,0
492.54395,1130.7633,0
491.1666,1151.0507,0
490.59506,1159.1498,0
489.54672,1177.6042,0
489.16287,1194.3384,0
487.1681,1208.8937,0
486.5495,1220.47,0
485.5504,1230.0127,0
485.5504,1232.7751,0
485.5504,1238.4349,0
485.5504,1243.8519,0
485.5504,1248.6058,0
485.5504,1252.0896,0
485.5504,1256.2324,0
485.5504,1259.8439,0
485.5504,1261.8428,0
485.5504,1264.3414,0
485.5504,1265.341,0
484.55133,1263.3419,0
484.55133,1263.3419,1
